release_id,cog_eap,lan_eap,soc_eap,emo_eap,body_eap
R406825158,-1.391515,-2.104065,-1.086932,-.805641,-2.277257
R407568533,-1.24705,-2.435885,-.696033,-.532045,-1.771799
R408495040,-1.605964,-2.206763,-.7705,-1.14006,-1.554962
R408720818,-1.17862,-1.487118,.30442,-.477595,-1.42112
R409130671,-.125321,-.608531,-.214218,-.574097,-1.350757
R409388438,-.832099,-1.103335,.318764,.357288,-1.52247
R410119174,-1.949048,-3.19858,-1.713524,-1.209744,-2.308279
R410609281,-.667711,-.966912,.976322,.505196,-1.532941
R411178637,-.83349,-1.29121,-.463752,.232033,-.439203
R411307901,-.987627,-1.844993,-.664463,-.66149,-2.321122
R411837351,-.886572,-1.718982,-1.161485,-1.007856,-1.202557
R411984621,-1.709418,-2.12722,-.681072,-.843498,-1.675077
R412016007,-.657622,-1.329074,-.588572,-.425111,-1.251774
R412036867,-1.335709,-2.367567,-1.141002,-.550771,-2.280199
R413964167,-1.313997,-2.087606,-.547731,-.58982,-1.042127
R414668758,-1.523981,-1.681334,-1.341539,-.312109,-1.733775
R414696574,-.640249,-.479167,-1.30031,.429076,-1.174232
R414748396,-1.108043,-2.168605,-2.051274,-1.016317,-1.675849
R414911996,-1.029306,-1.665146,-.733417,.249544,-1.842616
R414962548,-1.308514,-1.490443,-1.495203,.259675,-1.32417
R415374968,-.876177,-1.143248,-.511893,-.049596,-1.264671
R416687602,-.999341,-1.560125,-.00888,-.332639,-1.310422
R416719833,-1.157594,-1.730643,-.881265,-.864071,-1.716117
R417029526,-.743207,-1.506423,-.895669,-1.297393,-2.097129
R417210346,-1.52338,-2.669582,-1.276217,-1.097152,-1.851429
R418248627,-1.858586,-2.538938,-.895103,-.571581,-2.372727
R418876070,-.845697,-1.240104,.646223,.621533,-1.575568
R419324994,-1.384482,-1.799036,-.622018,-.070153,-1.702548
R419482982,-1.102014,-1.256941,.778655,.348842,-1.605261
R420204713,-1.429582,-2.925836,-1.588193,-1.152859,-2.154935
R420427433,-.300049,-1.595852,-.218642,-.232414,-1.658032
R420630638,-2.919128,-4.783826,-2.481537,-2.480285,-3.003154
R422013562,-1.857096,-3.743533,-1.443035,-1.482515,-2.776027
R423132801,-.619138,-1.372055,-.920653,-1.043248,-2.131881
R423312939,-.083224,-.974971,.157691,.179047,-1.550057
R423389011,-.739159,-1.006182,-.795077,.500832,-1.228539
R423610827,-.0769,-.606604,.078029,.038266,-.787038
R425144207,-.636311,-1.185216,.509428,-1.131204,-1.578725
R426203288,-.506627,.409948,.857244,.792559,-.741277
R426550830,-1.587122,-2.407346,-.966314,-.788649,-2.260105
R426609416,-1.219582,-1.764091,-1.147753,-.912325,-1.775429
R427582188,-1.461805,-2.388237,-1.960114,-.869148,-1.674219
R427992190,-.602506,-1.598216,-.199595,-.311906,-1.552289
R428014023,-1.024742,-1.484594,-.271752,.011984,-3.034485
R428051719,-.851988,-.874171,-.534938,-.10446,-1.931121
R428287210,-1.793738,-3.079104,-1.52917,-1.271796,-2.086337
R428940501,-2.105219,-4.059623,-1.590307,-1.052989,-2.508225
R429191364,-.962282,-1.197122,-.210325,-.04432,-1.349327
R429410136,-.604768,-.959134,-.291849,-.083612,-.161383
R430106315,-1.939319,-2.064251,-1.690224,-1.560274,-1.960394
R430382360,-.444051,-1.218438,.787809,.5114,-1.382203
R430439674,-2.207356,-2.587852,-1.132185,-.936062,-1.656191
R430453306,-.378556,-.546297,-.346777,-.519379,-1.402199
R430709943,-1.164069,-1.027229,-.502886,-.571581,-1.214621
R430844808,-1.647007,-2.707686,-1.443723,-.862578,-1.397408
R431593843,-2.235325,-4.839768,-1.641073,-1.012606,-2.744889
R432149898,-.959032,-1.09728,.343876,1.089773,-1.041001
R432341322,-.866333,-1.516921,-.795969,-.749899,-1.935054
R432449928,-.924205,-.808053,-.128608,-.153086,-1.364492
R432782710,-1.347564,-2.091396,-1.279863,-.654574,-1.757096
R433195424,-.519304,-1.504729,-.248784,-.243304,-1.70477
R433685279,-1.443828,-.819561,-.335575,-.312109,-.751846
R433939778,-.753001,-1.806822,-.835254,.186657,-1.241203
R434172854,-.162084,-.835429,.783477,.551888,-1.408203
R434541313,-.605086,-.615562,.317536,.184533,-1.436305
R434787217,-1.759865,-3.296059,-1.007523,-1.034899,-2.59161
R435063860,-1.353967,-2.657688,-1.258391,-1.423092,-2.155331
R435587072,-1.490952,-3.037718,-1.492765,-.931733,-1.83453
R435840241,-1.113995,-2.001994,-.949674,-.781402,-1.408838
R436145231,-.472061,-1.127151,.12621,.132758,-.817189
R436732768,-.525768,-.305849,.638819,.597725,-.873957
R437066151,-.908523,-1.936228,-.652785,-.55728,-2.04128
R437906332,-.55757,-1.413151,.10418,-.688862,-1.362167
R437983310,-.69567,-1.496626,-.217274,.197744,-1.884208
R438745885,-1.858586,-3.356686,-1.193946,-.92781,-.88115
R438875724,-1.361625,-1.671128,-1.195667,-1.277745,-2.129916
R439026555,-.706978,-1.039659,.254863,.030787,-1.72712
R439479876,-.206996,-.94883,-.131816,.16737,-.794148
R440299767,-1.401314,-1.798312,-.176318,-.697245,-1.541623
R440484668,-1.221381,-1.670412,-1.323192,-.861335,-1.986462
R441128410,-1.068288,-1.45373,-1.059043,-.834545,-1.656754
R441497473,-.915916,-.173948,-.304943,.211259,-1.389796
R441565583,-.562088,-.258127,-.194431,.259807,-.59992
R443902944,-1.43023,-2.76821,-1.225575,-1.055075,-2.155227
R445392405,-.419382,-.733451,-.136653,-.169604,-1.137737
R445512471,-.452758,-.658242,.451551,.572525,-.99087
R445809385,-2.048226,-2.562663,-.772022,-1.227901,-1.500098
R445813778,-1.274228,-2.725993,-1.135324,-1.299595,-1.344467
R446445856,-1.729172,-2.393193,-1.713524,-1.321813,-2.504762
R447066125,-1.511632,-2.380463,-.997998,-.393593,-2.421462
R447403324,-1.196445,-2.295621,-.820759,-.381431,-1.60736
R447591932,-.756927,-1.552166,-.212356,-.119621,-1.770684
R447650228,-1.560647,-2.612594,-.211485,.06861,-1.37957
R447866245,-.519976,-1.033995,-.26637,-.140805,-1.449616
R448081832,-.702122,-1.595687,.083538,.394373,-1.08678
R448125529,-.649886,-.655741,1.255433,1.080485,-.485716
R449485740,-.700182,-1.152555,-.812777,-.51165,-1.501293
R449979215,-.793125,-.733536,-.279936,-.110227,-.474182
R450114820,-.712619,-1.203055,-1.233075,-.464101,-1.764389
R450364988,-.65197,-1.505243,-.347748,-.388573,-.898418
R450371123,-1.026147,-.659403,.86036,.269112,-1.384357
R450610549,-.458967,-.545768,-.184977,-.279605,-1.457349
R450620291,-.877339,.03072,.193714,.344836,-1.106254
R450687809,-1.579858,-1.425566,.03516,-.608994,-1.844233
R450708738,-1.146361,-2.000489,-1.440426,-1.241413,-2.546793
R450733429,-.951898,-1.448927,-.393724,-1.227277,-1.708065
R451028919,-.426114,-.55023,-.532489,-.166093,-1.056341
R451582438,-1.357676,-1.315187,-.532162,-.346532,-1.51321
R451663615,-1.031797,-1.585433,-.113464,.627489,-1.315712
R451868150,-1.388049,-1.987513,-1.794119,-1.529641,-1.840563
R452015277,-.563268,-.14071,-.932533,-.281123,-.519164
R452039213,-1.849595,-1.7487,-1.449498,-1.182508,-1.735548
R452975059,-1.135521,-1.768803,.040388,-.741819,-1.456786
R453080840,-.249984,.104776,.067744,1.150566,-.581419
R453928529,-3.08685,-4.719276,-3.541116,-3.081273,-4.456438
R454064789,-.260309,-1.248911,-1.16777,-.12739,-1.6147
R454577503,-1.120764,-2.477647,-1.555559,-1.334758,-2.346423
R455874668,-.34837,-.895364,-.30593,.516673,-1.264411
R456036890,-.084923,-.509663,.106162,.559328,-.577391
R456138534,-.877074,-1.564763,-.241933,-.055063,-1.562645
R457853554,-.865447,-.553101,.720567,.355717,-.337804
R457904867,-1.157262,-1.673413,-1.033395,-.447424,-2.600851
R457984462,-2.257785,-3.171209,-2.863473,-2.127382,-1.633177
R458245660,-.929333,-1.405555,.160573,-.16799,-1.45569
R458374353,-1.077515,-1.631747,-1.441873,-.890024,-.717166
R458619196,-.875242,-1.320158,.336139,-.870316,-1.589403
R459490422,-.674777,-1.266795,-.473,.617504,-.919923
R460276641,-.410614,-1.081683,.481796,-.155872,-.873523
R460661231,-.132364,-.619512,-.878678,-.560132,-1.389817
R460663336,-.474201,-1.100131,-.1132,.210065,-1.50966
R460706609,-.944545,-2.814866,-.507045,-.951204,-1.510096
R461682903,-.995208,-1.549408,-.629536,-.213462,-1.888495
R462117397,-.41163,-.708234,.551877,.702131,-1.65911
R462523173,-1.509642,-3.21117,-1.24415,-.81367,-2.059924
R462580072,-.525943,-1.085567,.267708,-.009462,-1.528437
R462655103,-.664821,-1.052584,.414218,-.126803,-.925114
R464493463,.057141,-.598991,-.335575,-.753404,-.974822
R464534675,-.541424,-.940573,.076198,.487921,-1.206854
R464686332,-1.05941,-1.073183,-.670985,-.682564,-1.566969
R465460727,-1.144119,-2.075142,-.502012,.0358,-2.009707
R465638390,-1.688148,-3.17715,-.978924,-1.026535,-1.798693
R465683201,-.812211,-1.069559,-1.370812,-.262283,-1.713144
R465740585,-.964522,-.838951,-.383532,.51412,-1.253714
R466506906,-.710675,-.349158,.838861,-.039993,-1.416697
R467209593,-.704646,-.547415,-.04747,.228491,-1.102093
R467312020,-.55565,-1.162643,-.083856,-.156799,-1.491916
R467645111,-.808817,-.170038,-.74506,-.235259,-1.245977
R468760991,-1.399551,-1.817641,-.104985,-.705573,-1.643575
R469199705,-1.766761,-2.231469,-1.679797,-1.04284,-2.046571
R469209175,-.265269,-.01677,1.227837,.902632,-.032247
R469397443,-.973654,-1.359183,-.615042,.874711,-1.862196
R469457864,-.60593,-1.758348,-1.022414,-.553891,-1.902395
R469968036,-1.000922,-1.738437,-.970596,-.69377,-2.606446
R469979357,-1.379602,-2.205691,-.833546,-.147924,-1.836977
R470102012,-1.068091,-1.020423,-1.074779,-.678575,-1.684367
R470107381,-.923359,-1.412423,-.927056,-.605203,-1.39661
R470216056,-.895918,-1.627779,-.693658,-1.367382,-1.251953
R470315477,-1.638077,-2.228055,-.874581,-.874398,-2.614367
R470436567,-.545663,-1.393627,-.501465,-.764416,-1.41232
R470518039,-.500367,-1.414275,-.247532,.035953,-.973518
R470826429,-2.498195,-4.131309,-2.104797,-1.321813,-3.656014
R470956003,-.656955,-1.504729,-.741682,-1.491788,-.817189
R471109347,-1.199717,-1.819809,-.700832,-.997061,-1.628442
R471147527,-1.403924,-2.393193,-1.341539,-1.727107,-3.373121
R471757146,.402466,-.481044,1.717223,1.038828,-.827874
R472633674,-1.322311,-2.274601,.069463,-.351563,-1.919169
R472652763,-1.033973,-1.822212,.042456,-.420207,-1.626213
R473181714,-1.814191,-2.095891,-.536955,-.404388,-1.161896
R474502405,-1.216181,-1.920552,-1.399076,-1.11374,-1.73801
R474986853,-.719105,-.8521,-.10797,.074845,-.821134
R475725603,-.039685,-.513411,-.320299,-.381367,-1.14105
R476426840,-.905147,-1.258686,-.799259,-.67669,-.84492
R476661555,-.93403,-2.120445,-1.036214,-.749297,-1.111194
R477511816,-1.542058,-2.187325,-.53506,.225802,-1.730674
R477850448,-1.786273,-2.354591,-1.314981,-.549545,-2.682619
R478373527,-.718664,-.381773,-1.150356,.316557,-.473564
R478492587,-.542769,-.305105,-.338269,-.412324,-.958023
R479157015,-.602693,-1.404843,-.240867,-.960884,-.925516
R479158878,-1.759873,-3.700419,-2.259981,-1.383725,-3.010513
R479394086,-.709844,.076187,-.051524,.259671,-1.395131
R479784449,-1.113303,-1.972576,-1.486208,-.724301,-1.551874
R480290443,-1.186475,-2.132584,-1.11837,-.347839,-1.810914
R480435474,-1.456016,-1.774106,-1.506806,-.371919,-1.994753
R482151501,-1.2316,-1.382622,-.492511,-.974069,-.584884
R482298395,-1.206024,-2.448082,-1.099117,-1.36515,-1.889063
R482810448,-1.292774,-1.844984,-1.059423,-.431529,-1.988057
R483315555,-.463077,-.765362,-.325276,.128632,-.502905
R483719963,-1.022648,-.659685,-.438683,-.727701,-.975697
R484375400,-.781242,-1.807155,-.794377,-.724861,-1.871613
R485155774,-.891645,-.840249,-.146669,.966976,-1.004734
R486107974,-.386916,-.702383,.945837,-.204524,-.021884
R486638358,-.872486,-1.783303,-1.607727,-.473905,-2.904713
R487770277,-1.053452,-1.775075,.238996,-.470373,-1.176774
R488069041,-1.465834,-1.323806,-1.01679,-1.08054,-1.86734
R489402987,-.875242,-1.850406,-1.489277,-.753404,-1.359745
R489860390,-1.318283,-2.077557,-.932535,-1.013482,-1.4462
R489896321,-1.204296,-1.76678,-1.045477,-.243304,-1.359745
R490104351,-.273659,-.571796,-.224364,-.442735,-1.192593
R490342864,-1.939066,-2.708259,-1.480936,-1.199105,-2.722672
R491205501,-.801033,-1.398672,.040398,-.0148,-1.757702
R491222703,-.424048,-.09458,-.420191,.302061,-1.107988
R491522724,-.959683,-2.544389,-1.735182,-.531733,-1.679673
R491888213,-1.123019,-1.532478,-.148378,-.314367,-.930836
R492107997,-.628027,-.922726,.772353,.649938,-.774514
R492186255,-.963317,-1.840968,-1.270653,-.914365,-2.019794
R492258898,-1.364491,-1.611442,-1.299101,-.759394,-1.896869
R493047149,-1.753355,-2.918449,-1.039677,-.501462,-2.092046
R493047877,-.760049,-1.356105,-.290889,.21779,-1.25935
R493161486,-.745833,-1.049403,-.243943,-.284164,-1.320352
R493926264,-1.083014,-.819561,-.335575,-.753404,-.7847
R494039039,-1.121384,-1.645687,-1.045854,-.90949,-.944857
R494768559,-.920005,-1.095602,-1.44511,-.464804,-1.739118
R494899366,-.672775,-1.364319,-1.046139,-.684948,-.678956
R495765690,-.525383,-.640832,-.120015,-.394415,-.924802
R496600509,-1.649474,-2.1283,-.782501,-.762642,-1.909943
R496916341,-1.050325,-1.484375,.12651,.378426,-.884523
R496917471,-.618971,-1.516695,-.120808,-.774031,-.781279
R497087129,-.71431,-.959889,.885982,-.173489,-1.193592
R497235494,-.625654,-1.186265,-.330144,.094865,-1.883752
R498302118,-.443623,-.756659,.388092,-.04178,-1.293782
R498380047,-2.597343,-3.307902,-2.523738,-1.492602,-2.104513
R499033779,-1.33163,-2.270212,-.960683,-.90138,-2.64226
R499150437,-.483616,-1.853044,-.956643,-.339977,-1.214335
R499625608,-1.19053,-1.210466,-1.35112,-.660207,-1.273802
R499939482,-1.529259,-2.211604,-1.375636,-.473368,-2.241911
R500333559,-1.661863,-2.77429,-1.707273,-.943965,-2.144208
R500683780,-.49301,-.232703,-1.197256,-.711686,-2.349737
R501240355,-.623504,-1.600404,-.250055,-.390208,-1.678211
R501529343,-.263326,-.618427,1.92886,1.237208,-.988908
R501865022,-1.653221,-1.868214,-1.112454,-.868019,-2.252979
R504822342,-1.042116,-1.127151,.448701,.485411,-1.126077
R504990800,-1.123654,-1.681334,-1.193946,-.92781,-1.76286
R505200412,-1.388892,-1.558747,-.89353,-.172336,-1.873727
R506509282,-1.337828,-2.62809,-1.957039,-.777675,-2.066223
R507247982,-1.739834,-2.79505,-1.236089,-.33205,-2.034382
R507276339,-1.081251,-1.691592,-1.142326,-.713167,-1.326832
R507309189,-3.654978,-5.718449,-4.480842,-3.853994,-4.073712
R507900667,-.893453,-.70681,-1.237259,-.904933,-2.308288
R508163939,-.646656,-.292532,.612234,.342133,-.444734
R508256716,-.9594,-1.413464,-.248784,-.172613,-1.70477
R508337368,-.465731,-1.215976,-.732202,-1.033713,-1.657663
R508801087,-.450626,-1.09775,-.513421,.212469,-1.209179
R508927440,-1.345552,-2.107564,-1.136401,-1.276344,-1.895315
R509052968,-1.042116,-1.594003,-.895103,-.379192,-1.474639
R509349934,-.622906,-.384099,-.196857,-.16996,-1.566918
R509971988,-.74969,-1.588417,-.398182,-.331651,-.785319
R510620181,-.609101,-1.582975,-.768921,-.086618,-2.187054
R511869419,-1.553736,-2.528771,-.952502,-.631435,-2.018889
R511992356,-1.903324,-2.683191,-1.415324,-.508791,-2.090061
R512191380,.159681,.02204,1.290791,.086259,-.795501
R512442618,-.526694,-.760018,-.55474,-.416628,-1.041388
R513002102,-1.035386,-2.171154,-.382277,.005932,-1.557106
R513131986,-.496413,-.046289,-.396165,-.265919,-.304407
R513155615,-.365959,-.680518,1.079375,.803669,-.793907
R513205544,-1.949048,-2.244431,-1.119884,-1.097676,-1.618164
R513272905,-.899224,-1.281616,.106294,.946654,-1.168102
R513390866,-.423781,-.231997,-.108011,.661701,-.195282
R514714242,-.640651,-1.092,.860201,.971937,-1.052099
R515081593,-.059916,.516038,-.759497,.324562,-1.527657
R515517254,-.815659,-.314013,-.092576,.238119,-.762909
R516545206,-1.455992,-2.086494,-.800467,-.487753,-1.751533
R516945250,-.99267,-1.236478,.00576,-.14273,-1.328967
R517359172,-.915607,-1.633677,-.86218,-.23932,-2.178427
R517992431,-2.419655,-4.499926,-2.527928,-2.432083,-2.052656
R518047199,-1.415537,-2.009667,.021233,.010063,-2.001569
R518135364,-1.207094,-1.486385,-.615576,-.236089,-1.266278
R518312554,-1.072039,-1.602253,-.384679,-.555466,-1.76468
R518738472,-.762398,-1.436914,-.806511,.117578,-1.162206
R519576097,-.647316,-.817356,-.167964,.244519,-1.053464
R520520646,-1.792087,-2.604415,-.23574,-1.184911,-1.688603
R520892570,-.992475,-2.382154,-.701709,-.927112,-1.871213
R521609366,-.814548,-1.975808,.005282,-.015321,-1.715208
R522109082,-1.229376,-1.67166,-1.258251,-.859663,-1.624419
R522430596,-1.050838,-1.947739,-.381719,-.459662,-1.637965
R522651709,-1.6914,-2.206396,-.821034,-.91467,-1.645188
R523445698,-.674163,.013965,.553771,.917847,-1.244074
R523668108,-1.918836,-2.344674,-1.278687,-1.283951,-1.547252
R524264454,-1.597141,-3.226764,-1.52515,-1.486314,-2.793797
R524486558,-1.524952,-3.027542,-1.252449,-1.683495,-2.300819
R524520976,-.953928,-1.569156,-.601771,-1.210535,-1.729961
R524919417,-.895935,-1.614124,-1.100078,-.531429,-2.508495
R524947959,-1.164069,-2.091201,-1.119884,-.571581,-.943876
R525048972,-.902085,-1.685527,-.464719,-.515876,-1.719169
R525230086,-.798329,-1.324085,.251798,.094362,-1.569006
R525385196,-.579667,-.686128,.409273,.117515,-1.605192
R525441858,-.972359,-1.368359,.030948,.020916,-1.126531
R526359193,-.543048,-1.784732,.651364,.27548,-.924303
R527094412,-.884578,-1.405927,.013628,-.406034,-1.377597
R527550914,-1.09134,-2.729502,-1.354958,-.801046,-2.204081
R528348924,-.113542,-.581637,-.08752,-.262076,-.644901
R529212565,-1.116283,-2.309914,-.876696,-1.104692,-1.337112
R529469482,-.042656,-.634634,-.845365,-.538612,-.896042
R529560663,-1.027154,-1.71694,-1.155706,-.574972,-1.562868
R530036050,-1.260113,-1.355499,-.934794,.07602,-1.969638
R530570492,-.400226,-2.27193,-.804664,-.522296,-1.475998
R530652521,-.579743,-1.669987,-.242118,-.262589,-1.24002
R530909518,-1.33094,-.927775,-1.38036,-.935211,-1.644265
R531076388,-.732247,-1.660989,-.421923,-.673517,-1.75081
R531316397,-.93489,-1.724551,-1.4449,-1.328696,-1.952253
R532190121,-1.292914,-1.441116,-.723068,-.381588,-1.753495
R532478793,-1.468016,-1.587005,-1.568871,-1.214207,-1.599451
R532485545,-1.395873,-2.753672,-1.122667,-1.043671,-1.571217
R532886889,-1.14332,-2.103534,-.93917,-1.164248,-1.752404
R533120549,-1.000922,-1.027229,-.663424,-.6332,-1.185256
R534092855,-.588924,-.592598,-.840679,.256861,-.88959
R534098486,-2.101815,-3.033085,-1.770073,-1.380047,-2.418359
R534495786,-1.18329,-.833135,-1.024937,-.5844,-1.860663
R534865627,-1.253818,-2.349009,-.988291,-.621203,-1.428274
R536568503,-1.056268,-1.575739,-.711795,-.4638,-1.772104
R536906565,-.102738,-.607551,-.166204,-.02628,-1.709973
R537091598,-.732901,-2.221644,-.380973,-.037456,-1.864456
R537195739,-.762442,-1.544498,-.954767,-.544957,-2.269898
R538194353,-.914149,-.776055,-.923009,-.362395,-1.321922
R538573432,-.79994,-1.50439,-.86534,-.261487,-1.617858
R538797728,-.52718,-.678169,.237741,.250036,-1.366921
R539090726,-.469129,-.880246,1.111267,1.085189,-.855022
R539097442,-.832544,-1.413464,-.818851,-.508791,-1.774301
R539625394,-1.666743,-2.072729,-2.081277,-.326406,-2.384804
R539953332,-.276034,-.114896,-.631094,-.896144,-.641122
R540126827,-.747689,-1.075599,.392605,1.48274,-1.504775
R541971955,-1.483829,-2.091201,.027568,1.158696,-1.733775
R542979393,-1.083014,-2.168457,-.583892,-.753404,-1.50331
R543570928,-1.145335,-1.842037,-.571738,-1.087054,-1.952167
R544062327,-.984194,-1.705462,.050022,-.387561,-1.42436
R544364700,-1.604966,-1.850406,.448701,-.69377,-1.388527
R544669311,-1.28419,-1.587826,-.035175,-.253076,-1.489343
R545133231,-1.185351,-2.270003,-1.549658,-.28801,-.812161
R545280267,-.590608,-.977061,1.992754,.171429,-.541099
R545534021,-.829459,-1.088305,.577883,.34635,-1.480868
R548511773,-1.483869,-1.704452,-.148661,-.84737,-1.664358
R548571943,-.355414,-.909006,-.019498,-.281141,-1.782062
R548587383,-1.100563,-1.613763,-.842996,-1.111545,-1.132191
R549548530,-1.156345,-2.084406,-.992955,-.680465,-1.716701
R549879645,-.693075,-.956704,.13409,1.028945,-1.329511
R549954149,-1.430103,-2.465824,-1.424274,-.67201,-2.010546
R549955947,-.05962,-1.413464,.448701,.794146,-1.128868
R550177888,.009998,-.543944,.62832,.748829,-.678095
R550333357,-.753827,-1.187314,-.999153,-.311031,-1.443606
R550506633,-1.410346,-1.224602,-1.47948,-1.152979,-2.010166
R552473788,-1.04644,-1.431192,.034553,-.119884,-.96077
R552559962,-.830078,-1.693133,-.424013,-.412384,-1.946847
R552630112,-1.485118,-2.153048,-.976281,-.752075,-1.939506
R553820557,-1.793961,-3.310219,-1.01431,-.370438,-1.60237
R554084013,-.752581,-.923227,-.362139,-.303484,-1.438025
R554291641,-.681581,-1.457166,-1.168636,-.775315,-1.489503
R554666968,-.667492,.49741,-1.0553,-.779598,-1.961815
R554668689,-1.176786,-1.328932,-.087358,-.274739,-.818679
R554815915,-1.0558,-.872769,.564288,-1.211688,-1.749694
R555021303,-1.248186,-2.606787,-1.621582,-1.408131,-1.047605
R555106074,-.627451,-1.332102,.085999,.360315,-1.172921
R555294794,-.495872,-.711992,-.657005,-.43866,-1.012178
R555498945,-1.164978,-2.229472,-.631744,-.290051,-1.946304
R556306953,-.427321,-.975911,.18474,.41522,-1.247978
R556418641,-1.903324,-2.827441,-.895103,-.870316,-1.560681
R556645491,-1.353335,-2.443909,-1.25886,-1.073308,-2.051502
R557112185,-1.907765,-3.889685,-1.596049,-1.33885,-2.510146
R557555098,-.149995,.331348,.659593,.119903,-1.559772
R557800150,-.604941,-.640747,1.418259,1.318484,-.794378
R558006388,-.388305,-1.046656,-.350112,.187678,-.226914
R558117508,-.636205,-1.083391,1.006334,.051617,-1.635512
R558225858,-1.867395,-3.336234,-1.336973,-.764797,-2.141235
R558688302,-.991015,-1.322744,-.36424,-.175124,-1.366237
R560710327,-.686459,-.61881,-.168754,.366563,-1.217213
R560994060,-.932408,-1.319314,-.728217,-.647736,-1.366986
R561338035,.109669,1.221525,2.070436,1.832755,-1.462398
R561359726,-.992758,-1.645702,-.560973,-1.086426,-1.490237
R561511718,-1.213005,-1.668051,-.414947,-.739529,-1.373976
R561595854,-.762145,-.733146,1.188965,1.030883,-1.124188
R562892860,-.379175,-.508647,.034255,.049543,-1.059048
R563522289,-.985502,-1.800723,-1.369943,-1.037236,-2.253178
R564375007,-1.272709,-1.049174,-1.163225,-.456227,-1.216588
R564564032,-1.438221,-2.788492,-.668017,-.50054,-1.86056
R564695161,-.666636,-.653663,-.556328,-.602751,-1.580592
R565351861,-.849993,-1.498182,-1.206535,-.653031,-1.59469
R565520711,-2.288015,-3.012822,-1.449758,-.75017,-1.033124
R565902661,-.753986,-1.609762,-1.302514,-.77844,-1.602644
R565960895,-1.52737,-2.509042,-1.001281,-.610279,-2.321631
R566022209,-1.71792,-.458021,-.528803,.19738,-1.221173
R566292540,-.903495,-1.267866,-.686808,.004388,-1.521211
R566405733,-.718074,-1.415246,-.902534,-1.003361,-1.194594
R567008148,-1.677416,-1.970821,-.860409,-.662025,-1.610297
R568218008,-.975047,-2.183154,.011349,.095639,-2.055156
R569631083,-1.333489,-1.059285,-.086164,1.000158,-1.357148
R569786881,-1.33248,-2.548539,-1.372445,-.802996,-1.513257
R570137557,-.805259,-1.463598,-.344269,-.230375,-1.380886
R570785502,-.928313,-1.106893,-.872748,-.30993,-2.187774
R570853251,-.685551,-1.173082,-.703491,-.260864,-.996958
R570992772,-.512962,-.308525,-.602647,.539475,-1.213241
R571088816,-1.364069,-1.681334,-1.193946,-.444705,-2.213488
R571597359,-.1962,.141462,-.82298,-.286021,-.673858
R571626102,-1.736842,-2.315052,-1.149968,-.547171,-2.175129
R572175420,-1.154509,-1.378415,-.510881,-.674452,-2.046515
R572487251,-1.183158,-2.170445,-.197753,.443576,-1.384267
R572695580,-.884161,-.813354,-.381399,-.289414,-1.418648
R572973096,-.804564,-1.429317,-.448218,-.302707,-1.374263
R573400428,-1.208887,-2.120484,-.512162,-.712348,-1.095636
R574353886,-1.686302,-1.947236,-1.587667,-1.172032,-1.775703
R574423364,-.526517,-.7838,-.359033,.993358,-.892933
R575568377,-.984023,-1.179051,-.01354,-.038315,-1.533748
R576049960,-1.097889,-1.634866,-.344867,.375617,-1.461454
R576623402,-1.580261,-1.716249,-.464315,-.328559,-2.483378
R577113957,-.542628,-.504465,.27729,.525077,-.787153
R579370734,-.85672,-.743183,.323784,.122341,-.891624
R579566479,-.939653,-2.033184,-.755613,-.33243,-1.471074
R579899799,-1.364069,-2.683191,-1.267789,-.870316,-2.308279
R581315140,-1.053118,-1.679194,-1.208189,-.845375,-1.18288
R581497554,-.925932,-2.30336,-1.375887,-1.130393,-1.623982
R581807908,-.618659,.872816,1.953883,.017479,-.661667
R581841450,-.065069,-.202948,-.110772,-.306465,-1.079085
R583313437,-.710215,-1.154706,-1.237451,-.265887,-1.896602
R583359635,-.723272,-.778403,.330768,.453414,-.943336
R583947979,-1.293101,-2.089997,-1.470683,-.19624,-2.209516
R585167775,-1.529995,-1.438021,-1.225543,-.799719,-.752978
R585458979,-1.272859,-1.777721,-1.936699,-1.725797,-1.882435
R585943747,-1.334011,-2.104295,-.249458,-.60401,-1.910862
R586333196,-.695922,-1.233225,-.787323,-.294393,-1.076263
R586682844,-.595181,-.349696,-.314146,-.486541,-.953163
R586756809,-1.303376,-2.220052,-1.374671,-.915453,-1.711504
R586962058,-1.372513,-2.217864,-1.145287,-.531351,-2.166983
R587296132,-.749391,-1.029512,.105276,.013024,-1.423806
R587867102,-.498296,-.144975,.698421,.939831,-1.222696
R588036173,-1.499028,-2.25182,-1.227349,-.7899,-1.742592
R588730474,-1.015395,-1.35334,-.242988,.15411,-1.554982
R589497432,-.581147,-.19727,-.762215,-.692896,-1.326013
R589943697,-1.074806,-.877599,-.880181,-.277298,-1.211911
R590556521,-1.293548,-1.227445,-.907651,-.081128,-.984681
R591654653,-1.723682,-2.702982,-.881534,-1.179794,-1.700778
R591833232,-.743853,-1.470185,.058999,.390231,-1.189445
R592010349,-1.441848,-2.476858,-1.487653,-.626066,-2.201583
R592040881,-.334315,-.651537,.982526,-.098231,-1.594975
R592289128,-1.750823,-2.617861,-.524887,-.382322,-2.173237
R594096804,-.658645,-.93356,.187082,-.083245,-1.157818
R594231274,-.33064,-.931947,.097614,.11779,-.952592
R594606670,-1.128502,-.831345,-1.087292,-.987919,-2.221064
R594644516,-1.313463,-1.436503,-1.283083,-.623688,-1.653536
R594986422,-.577403,-.537217,.078742,.861941,-1.227316
